id_old,id_new,slug
2970,534,al-qubayba-jerusalem
2971,535,rafat-jerusalem
2972,536,al-ram
2973,537,ramat-rahel
2974,538,ras-abu-ammar
2975,539,sara
2976,540,saris
2977,541,sataf
2978,542,al-sawahira
2979,543,sharafat
2980,544,shufat
2981,545,silwan
2982,546,suba
2983,547,sufla
2984,548,sur-bahir
2985,549,al-tur
2986,550,khirbat-al-umur
2987,551,wadi-fuqin
2988,552,al-walaja-jerusalem
2989,553,ajja
2990,554,anin
2991,555,anza
2992,556,arraba-jenin
2993,557,arabbuna
2994,558,araqa
2995,559,arrana
2996,560,ayn-al-mansi
2997,561,al-barid-al-hashimiya
2998,562,bartaa
2999,563,bayt-qad
3000,564,burqin-jenin
3001,565,dayr-abu-daif
3002,566,dayr-ghazala
3003,567,fahma
3004,568,fandaqumiya
3005,569,faqqua
3006,570,firasin
3007,571,jaba-jenin
3008,572,jalama
3009,573,jalbun
3010,574,jalqamus
3011,575,jarba
3012,576,jenin
3013,577,judeida
3014,578,kafr-dan
3015,579,kafr-qad
3016,580,kafr-rai
3017,581,kufayr
3018,582,kufeirat
3019,583,al-mazar-jenin
3020,584,meithalun
3021,585,mirka
3022,586,misilya
3023,587,al-mughayyir-jenin
3024,588,muqeibila
3025,589,nuris
3026,590,qabatiya
3027,591,raba
3028,592,al-rama-jenin
3029,593,rummana-jenin
3030,594,sandala
3031,595,sanur
3032,596,silat-al-dahr
3033,597,silat-al-harithiya
3034,598,sir
3035,599,siris
3036,600,tiinnik
3037,601,tilfit
3038,602,umm-al-fahm
3039,603,umm-al-tut
3040,604,yabad
3041,605,yamun
3042,606,zababida
3043,607,zalafa
3044,608,zawiya-jenin
3045,609,zibda
3046,610,zirin
3047,611,zububa
3048,612,ammuriyya
3049,613,aqqaba
3050,614,aqraba
3051,615,asira-al-qiblya
3052,616,asira-al-shamaliyya
3053,617,askar
3054,618,awarta
3055,619,aynabus
3056,620,azmut
3057,621,balata
3058,622,baqat-al-hatab
3059,623,bayt-dajan-nablus
3060,624,bayt-furiq
3061,625,bayt-iba
3062,626,bayt-umrin
3063,627,bayt-wazzan
3064,628,bazzariya
3065,629,beita
3066,630,biddya
3067,631,burin
3068,632,burqa-nablus
3069,633,burqin-nablus
3070,634,dayr-ballut
3071,635,dayr-al-hatab
3072,636,dayr-istiyya
3073,637,dayr-sharaf
3074,638,duma
3075,639,farta
3076,640,farkha
3077,641,al-funduq
3078,642,ghor-al-faria
3079,643,hajja
3080,644,haris
3081,645,huwwara
3082,646,ijnisinya
3083,647,immatin
3084,648,iskaka
3085,649,jalud
3086,650,jammain
3087,651,jinsafut
3088,652,jit
3089,653,juneid
3090,654,jurish
3091,655,kafr-al-deik
3092,656,kafr-laqif
3093,657,kavr-qaddum
3094,658,kafr-qalil
3095,659,khirbat-qeis
3096,660,khirbat-sir
3097,661,kifl-harith
3098,662,lubban-al-sharqiyya
3099,663,madama
3100,664,majdal-bani-fadil
3101,665,marda
3102,666,mas-ha
3103,667,al-mughayyir-nablus
3104,668,nablus
3105,669,al-naqura
3106,670,nidf-jubeil
3107,671,qabalan
3108,672,qarawar-bani-hasan
3109,673,qaryut
3110,674,qira-nablus
3111,675,qusin
3112,676,qusra
3113,677,rafat-nablus
3114,678,rafidiya
3115,679,rujeib
3116,680,sabastiyya
3117,681,salfit
3118,682,salim-nablus
3119,683,sanniriya
3120,684,sarra
3121,685,sarta
3122,686,al-sawiya
3123,687,talfit
3124,688,tall
3125,689,talluza
3126,690,tammun
3127,691,tayasir
3128,692,tubas
3129,693,urif
3130,694,usarin
3131,695,yanun
3132,696,yasid
3133,697,yasuf
3134,698,yatma
3135,699,zawata
3136,700,zawiya-nablus
3137,701,zayta-nablus
3139,703,afula
3140,704,arab-al-subeih
3141,705,ayn-mahil
3142,706,balfurya
3143,707,bueina
3144,708,dabburiyya
3145,709,al-dahi
3146,710,gevat
3147,711,ginnegar
3148,712,iksal
3149,713,ilut
3150,714,indur
3151,715,kafr-kanna
3152,716,kafr-manda
3153,717,kawkab-abu-al-heija
3154,718,kefar-barukh
3155,719,kefar-gidon
3157,721,kefar-tavor
3159,723,mahane-yisrael
3160,724,maalul
3161,725,mash-had
3162,726,merhavya-moshav
3163,727,merhavya-qibbuz
3164,728,mizra
3165,729,mount-tabour
3166,730,al-mujaydal
3167,731,nain
3168,732,naura
3169,733,nazareth
3170,734,al-reina
3171,735,rummana-nazareth
3172,736,safuriyya
3173,737,sarid
3174,738,sulam
3175,739,tamra-nazareth
3176,740,tel-adashim
3177,741,turan
3178,742,umm-qubei-khirbat-malta
3179,743,uzeir
3180,744,yafa
3181,745,abu-qashsh
3182,746,abu-shukheidim
3183,747,abud
3184,748,ibwein
3185,749,ajjul
3186,750,arura
3187,751,atara
3188,752,ayn-arik
3189,753,ayn-qinya
3190,754,ayn-sinya
3191,755,ayn-yabrud
3192,756,bayt-liqya
3193,757,bayt-rima
3194,758,bayt-sira
3195,759,bayt-ur-al-fuqa
3196,760,bayt-ur-al-tahta
3197,761,beitillu
3198,762,beitin
3199,763,beitunya
3200,764,bir-zeit
3201,765,al-bira-ramallah
3202,766,burham
3203,767,burqa-ramallah
3204,768,dayr-abu-mashal
3205,769,dayr-ammar
3206,770,dayr-dibwan
3207,771,dayr-ghassana
3208,772,dayr-ibzi
3209,773,dayr-jarir
3210,774,dayr-nidham
3211,775,dayr-al-surdan
3212,776,dura-al-qari
3213,777,jammala
3214,778,al-janiya
3215,779,jibya
3216,780,jifna
3217,781,jiljilya
3218,782,kafr-ein
3219,783,kafr-malik
3220,784,kafr-nima
3221,785,kaubar
3222,786,khirbat-al-misbah
3223,787,khirbat-abu-falah
3224,788,mazari-al-nubani
3225,789,al-mazara-al-qibliyya
3226,790,al-mazraa-al-sharqiyya
3227,791,al-nabi-salih
3228,792,qarawat-bani-zeid
3229,793,ramallah
3230,794,rammun
3231,795,ras-karkar
3232,796,saffa
3233,797,silwad
3234,798,sinjil
3235,799,surda
3236,800,tayyiba
3237,801,al-tira-ramallah
3238,802,turmus-ayya
3239,803,umm-safa
3240,804,yabrud
3241,805,abil-al-qamh
3242,806,al-abisiyya
3243,807,ayyelet-hashahar
3244,808,akbara
3245,809,alma-safad
3246,810,ammuqa
3247,811,arab-al-shamalina
3248,812,ayn-al-zaytun
3249,813,baysamun
3250,814,biriyya-safad
3251,815,al-buwayziyya
3252,816,dafna
3253,817,dallata
3254,818,dan
3255,819,al-dawwara
3256,820,dayshum
3257,821,al-dirbashiyya
3259,823,fara
3260,824,al-farradiyya
3261,825,firim
3262,826,ghabbatiyya
3263,827,ghuraba
3264,828,harrawi
3265,829,khirbat-al-hiqab
3266,830,hazon
3268,832,hunin
3269,833,hurfeich
3270,834,jahula
3271,835,al-jauna
3272,836,jish
3273,837,jubb-yusuf
3274,838,kafr-birim
3275,839,al-khalisa
3276,840,kefar-giladi
3277,841,al-khisas
3278,842,khiyam-al-walid
3279,843,kirad-al-baqqara
3280,844,kirad-al-ghannama
3281,845,lazzaza
3283,847,al-malikiyya
3284,848,mallaha
3285,849,menara
3286,850,al-mansura-safad
3287,851,mansurat-al-khayt
3288,852,marus
3289,853,mirun
3290,854,metula
3291,855,mishmar-hayarden
3292,856,al-muftakhira
3293,857,mughr-al-khayt
3294,858,al-nabi-yusha
3295,859,al-naima
3296,860,qabbaa
3297,861,qadas
3298,862,qaddita
3299,863,qaytiyya
3300,864,al-qudayriyya
3301,865,al-ras-al-ahmar
3302,866,al-rihaniyya-safad
3303,867,rosh-pinna
3304,868,sabalan
3305,869,safad
3306,870,safsaf
3307,871,saliha
3308,872,al-salihiyya
3309,873,al-sammui
3310,874,al-sanbariyya
3311,875,sasa
3312,876,al-shawka-al-tahta
3313,877,shear-yashuv
3314,878,al-shuna
3315,879,taytaba
3316,880,tuba
3317,881,tulayl
3318,882,al-ulmaniyya
3319,883,al-wayziyya
3320,884,yarda
3321,885,yesud-hamaala
3322,886,al-dhahiriyya-al-fauqa
3323,887,al-dhahiriyya-al-tahta
3324,888,al-zanghariyya
3325,889,al-zawiya
3326,890,al-zuq-al-fawqani
3327,891,al-zuq-at-tahtani
3329,893,afiqim
3330,894,ashdot-yaaqov-ihud
3331,895,awlam
3333,897,bet-zera-kefar-gun
3335,899,al-dalhamiyya
3336,900,deganya-alef
3337,901,deganya-bet
3338,902,eilabun
3339,903,en-gev
3340,904,ghuwayr-abu-shusha
3341,905,hadatha
3342,906,al-hamma
3343,907,hittin
3344,908,kafr-kama
3345,909,kafr-sabt
3346,910,kefar-hittim
3347,911,kinneret-moshava
3348,912,kinneret-qevuza
3349,913,lubya
3350,914,madhar
3351,915,maghar
3352,916,al-majdal-tiberias
3353,917,al-manara
3354,918,menahemya
3355,919,migdal
3356,920,mizpa
3357,921,nimrin
3358,922,poriyya-illit
3359,923,samakh
3360,924,al-samakiyya
3361,925,al-samra
3364,928,al-shajara
3365,929,sharona
3366,930,shorashim
3367,931,al-tabigha
3368,932,tiberias
3369,933,al-ubaydiyya
3370,934,khirbat-al-waara-al-sawda
3371,935,yaquq
3372,936,yavneel
3373,937,anabta
3374,938,al-attara
3375,939,attil
3376,940,avihayil
3377,941,azzun
3378,942,bala
3379,943,baqa-al-gharbiyya
3380,944,baqa-al-sharqiyya
3381,945,bayt-lid
3382,946,khirbat-bayt-lid
3383,947,bet-yannay
3384,948,bet-yizhaq-sh-hefer
3386,950,birkat-ramadan
3387,951,bitan-aharon
3388,952,dayr-al-gusun
3389,953,en-hahoresh
3391,955,en-wered
3392,956,elyashiv
3393,957,even-yehuda
3394,958,falama
3395,959,fardisya
3396,960,farun
3397,961,gan-hayyim
3398,962,ghabat-jaiyus
3399,963,ghabat-al-tayiba-al-qibliya
3400,964,ghabat-al-tayiba-al-shamaliyya
3401,965,ghabat-ababisha
3402,966,ghabat-kafr-sur
3403,967,ghabat-miska
3404,968,givat-hayyim-ihud
3406,970,habla
3407,971,havazzelet-hasharon
3408,972,herut
3409,973,hibbat-ziyyon
3410,974,hogla
3411,975,illar
3412,976,irtah
3413,977,al-jalama-tulkarm
3414,978,jaljuliya
3415,979,jatt-tulkarm
3416,980,jayous
3417,981,kafr-abbush
3418,982,kafr-bara
3419,983,kafr-jammal
3420,984,kafr-al-labbad
3421,985,kafr-qasim
3422,986,kafr-rumman
3423,987,kafr-saba
3424,988,kafr-sur
3425,989,kafr-thulth
3426,990,kafr-zibad
3427,991,kefar-hayyim
3428,992,kefar-haroe
3429,993,kefar-hess
3430,994,kefar-vitkin
3431,995,kefar-yona
3432,996,khirbat-khresh
3433,997,kur
3434,998,mabarot
3435,999,khirbat-al-manshiyya
3436,1000,mishmar-hasharon
3437,1001,miska
3439,1003,netanya
3440,1004,nazla-al-gharbiyya
3441,1005,nazla-al-sharqiyya
3442,1006,nazla-al-wusta
3443,1007,nazlat-abu-nar
3444,1008,nazlat-isa
3446,1010,qadima-zoran
3447,1011,qaffin
3448,1012,qalansuwa
3449,1013,qalqilya
3450,1014,qaqun
3451,1015,ramat-hakovesh
3452,1016,ramin
3453,1017,raml-zeita
3454,1018,al-ras
3455,1019,saffarin
3456,1020,seida
3457,1021,shufa
3458,1022,shuweika
3459,1023,tabsur
3460,1024,al-tayyiba-tulkarm
3461,1025,tel-mond
3463,1027,al-tira-tulkarm
3464,1028,dhinnaba
3466,1030,tulkarm
3467,1031,umm-khalid
3468,1032,wadi-al-hawarith
3469,1033,wadi-qabbani
3471,1035,khirbat-al-zababida
3472,1036,khirbat-zalafa
3473,1037,zayta-tulkarm
3474,1038,al-kabri
3475,1039,al-mansura-acre
3476,1040,al-nabi-rubin-acre
3477,1041,al-tall
3478,1042,arab-ghawarina
3479,1043,khirbat-iribbin
3480,1044,suruh
3481,1045,abu-abdoun
3482,1046,abu-al-udous
3483,1047,abu-al-hussain
3484,1048,abu-amrah
3485,1049,abu-athera
3486,1050,abu-bakrah
3487,1051,abu-ghalion
3488,1052,abu-ghalyun
3489,1053,abu-grainat
3490,1054,abu-jaber
3491,1055,abu-jraiban
3492,1056,abu-jugaim
3493,1057,abu-juwayed
3494,1058,abu-kaff
3495,1059,abu-khatleh
3496,1060,abu-libbeh
3497,1061,abu-middain
3498,1062,abu-muailiq
3499,1063,abu-rawwaa
3500,1064,abu-rbaia
3501,1065,abu-rqayiq
3502,1066,abu-shalhoub
3503,1067,abu-shunnar
3504,1068,abu-sitteh
3505,1069,abu-sousain
3506,1070,abu-suailiq
3507,1071,abu-yehya
3508,1072,al-asam
3509,1073,al-buraiqi
3510,1074,al-fukara
3511,1075,al-maqhaz-al-nuwairi
3512,1076,al-omour
3513,1077,al-sani
3515,1079,al-soufi
3516,1080,al-zraiye
3517,1081,al-imara
3518,1082,al-araqib
3519,1083,al-diqs-quz-al-jabba
3520,1084,khirbat-zubala-al-huzaiyil
3521,1085,al-khalasa
3522,1086,al-ksarr
3523,1087,al-sawakhneh
3524,1088,al-smeeri
3525,1089,al-zuwaira
3526,1090,arab-al-asiyat
3527,1091,arab-al-qilai
3528,1092,arab-subeihat
3529,1093,arab-subhiyin
3530,1094,arab-sufiyin
3531,1095,asluj
3532,1096,atawneh
3533,1097,bdinat-baikat-al-irr
3534,1098,beli
3535,1099,beni-okbeh
3536,1100,abu-ajlan
3537,1101,es-sawarika-bin-rifee
3538,1102,bin-sabbah
3539,1103,faraheen
3540,1104,galazin-tayaha
3541,1105,hkuk-al-assad
3542,1106,janabib
3543,1107,kurnub
3544,1108,masamereh
3545,1109,masoudiyeen
3546,1110,mohamediyeen
3547,1111,mureiat
3548,1112,nabaat
3549,1113,rawashdeh
3550,1114,sheikh-nuran
3551,1115,shlalyeen
3552,1116,shoour
3553,1117,subaihat
3554,1118,subhiyeen
3555,1119,khirbat-al-marashan-thabet
3556,1120,uja-al-hafeer
3557,1121,umm-al-rashrash
3558,1122,urour
3560,1124,al-munkheila-wuhaidat
3561,1125,wulaydeh
3563,1127,zarabeh
3564,1128,arab-zarraa
3565,1129,khirbat-al-taqa
3566,1130,khirbat-al-zawiya
3567,1131,shatta
3568,1132,al-ghubayya-al-fawqa
3569,1133,al-khureiba
3570,1134,al-naghnaghiyya
3571,1135,al-sawamir
3572,1136,arab-zahrat-al-dumayri
3573,1137,barrat-qisarya
3574,1138,hawsha
3575,1139,khirbat-al-kasair
3576,1140,khirbat-al-sarkas
3577,1141,khirbat-qumbaza
3578,1142,khirbat-sasa
3579,1143,maqura
3580,1144,qira-haifa
3581,1145,waarat-al-sarris-khirbat-qua
3582,1146,al-manshiyya-jaffa
3583,1147,arab-awassat
3584,1148,arab-shubaki
3585,1149,hilat-as-sammak
3586,1150,sheikh-saeed-al-qurani
3587,1151,al-lajjun
3588,1152,khirbat-al-jawfa
3589,1153,beit-mazmil
3590,1154,ein-jiddi
3591,1155,khirbat-al-tannur
3592,1156,ajanjul
3593,1157,nabi-thari
3594,1158,al-urayfiyya
3595,1159,al-butayha
3596,1160,al-dirdara
3597,1161,al-hamra-safad
3598,1162,al-husayniyya
3599,1163,al-manshiyya-safad
3600,1164,arab-al-zubayd
3601,1165,khan-al-duwayr
3602,1166,khirbat-al-muntar
3603,1167,khirbat-karraza
3604,1168,madahil
3605,1169,mughr-al-druz
3606,1170,al-mansura-tiberias
3607,1171,al-nuqayb
3608,1172,manshiyyat-samakh
3609,1173,nasir-al-din
3610,1174,tall-al-hunud
3611,1175,wadi-al-hamam
3612,1176,bassat-al-falek-birkat-ramadan
3613,1177,bayyarat-hannun
3614,1178,khirbat-al-burj
3615,1179,khirbat-al-majdal
3616,1180,atlit-settlement
3617,1181,atlit
3619,1183,khirbat-al-manara
3620,1184,khirbat-umm-sabuna
